customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1961-RVRDM-3619,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.63,997.65,No
5800-KMTVH-3620,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,70.04,995.84,No
3968-FKOSG-3621,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),87.36,698.95,Yes
2946-ACBFS-3622,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,61.45,4416.44,No
7967-ZOLXD-3623,Male,0,Yes,Yes,55,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.24,2755.81,No
6671-VNGQZ-3624,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.41,4428.84,No
3123-OBGTM-3625,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),54.07,1688.8,No
2792-IDUYC-3626,Female,1,Yes,Yes,48,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),61.18,2954.47,No
3141-WWTSW-3627,Male,1,No,No,40,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,77.1,3090.49,No
4360-XXFBN-3628,Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.26,267.9,No
7823-WDJTB-3629,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,91.49,6629.73,No
7505-HAGTW-3630,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.29,1126.73,No
1731-MFRUZ-3631,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.45,1547.81,No
4193-HITLA-3632,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.78,561.72,No
9527-CYENI-3633,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,79.16,621.95,No
7180-KJMZG-3634,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.98,858.2,No
2977-BTRPA-3635,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.8,1533.08,Yes
8114-VYYGS-3636,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.87,1145.68,Yes
4623-PIRYQ-3637,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.12,2548.07,Yes
9286-YDZVL-3638,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),74.65,1872.34,No
6400-QUUCA-3639,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.18,1473.07,No
3218-NWQDS-3640,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.52,250.9,No
5213-JUHQE-3641,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,81.98,1982.62,Yes
4433-OQXHX-3642,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,80.15,4942.15,No
8348-JDGRU-3643,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.94,174.22,No
6509-SCNWK-3644,Male,1,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.53,1732.77,No
9089-DZUQQ-3645,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,88.49,5354.15,No
9426-JEXCR-3646,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,568.43,No
3393-YZMNL-3647,Female,1,Yes,Yes,29,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.91,1779.86,No
4826-YHYQY-3648,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.86,969.41,No
6508-VMMGF-3649,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.32,3099.54,No
1339-JZYRJ-3650,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.82,652.03,No
5682-TAXWZ-3651,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.04,1114.81,No
1849-YPOEM-3652,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),91.06,264.69,No
4269-ZIFYE-3653,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.63,1819.46,No
9139-ZHRUN-3654,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.81,3253.63,No
7272-DNNOY-3655,Female,1,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.3,778.89,No
8421-PKKAO-3656,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,80.2,3435.68,No
3271-XUXZK-3657,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.28,569.19,Yes
4855-PLHSL-3658,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.27,3833.77,Yes
9475-FLNXP-3659,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,91.43,2371.77,No
1621-IXHID-3660,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.07,414.57,No
7473-DJSXF-3661,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.3,932.8,No
3989-DLZHG-3662,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),80.9,2513.17,No
4597-XOPUS-3663,Female,1,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.93,2599.98,No
6389-ONEKW-3664,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,72.35,1164.22,No
1354-VOJCT-3665,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.48,294.42,No
1006-OEXEU-3666,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.18,966.65,No
6166-BSWFZ-3667,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.36,2575.8,Yes
8184-TIDLU-3668,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.85,2171.93,No
6279-QUIAW-3669,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.22,3419.86,Yes
6519-OOWUR-3670,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,61.44,634.71,No
8037-HSZGO-3671,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.69,1778.15,No
7130-NZKFD-3672,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.07,2816.92,Yes
8642-RPLKY-3673,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.36,4484.89,Yes
7122-ZUTOG-3674,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),77.34,1151.36,No
6881-SNAYV-3675,Female,1,No,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.28,1397.29,Yes
4169-MDYFJ-3676,Male,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),97.06,4264.53,Yes
4856-GQZWN-3677,Male,1,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),85.07,4115.75,No
2178-WGXKN-3678,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.32,794.97,No
4929-LEOKW-3679,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.4,3085.74,No
5294-ZHIAT-3680,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,87.87,4234.29,No
1661-HXPOU-3681,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.18,742.59,No
7942-XRLDJ-3682,Male,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.57,616.47,No
7346-GRDBJ-3683,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.48,7166.96,No
3068-WJKKI-3684,Male,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.39,385.87,No
9258-TEFCG-3685,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,80.83,475.7,Yes
6908-YMCBK-3686,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.31,1934.09,Yes
3381-ODFOH-3687,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.68,2179.6,Yes
4281-FBIIX-3688,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.94,660.46,No
9033-LHKPK-3689,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.95,2438.2,No
7804-ZKDDW-3690,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,82.82,501.89,No
4744-IQYLI-3691,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.15,1043.25,No
8763-CVNAF-3692,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.41,3167.48,No
7112-TFRZR-3693,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,72.32,517.39,Yes
7321-FQSCI-3694,Female,0,Yes,No,21,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,60.66,1301.05,No
8942-ZETNP-3695,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.69,153.19,No
5597-WLPRO-3696,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,55.01,889.19,No
8915-GYRYJ-3697,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,78.18,4432.27,No
5309-BYVHB-3698,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,45.99,3287.58,No
7270-RNEXL-3699,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.77,1618.89,Yes
7520-WOCXR-3700,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,91.57,3098.3,No
9048-PXWFE-3701,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.93,279.01,No
2441-UGLUL-3702,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,93.38,2994.69,Yes
1556-JCKTN-3703,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.5,5661.31,No
7073-CTLHQ-3704,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.59,2042.57,Yes
2213-MKEYJ-3705,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,80.14,4189.06,No
1366-LZRQX-3706,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,84.53,1238.97,No
1755-OIRWC-3707,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.39,285.35,No
2423-YMIDJ-3708,Female,1,No,No,19,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.17,1173.35,No
1044-FECZU-3709,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.03,1061.95,Yes
9462-GHHOE-3710,Male,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,63.29,3191.69,No
3119-ZJUFY-3711,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.89,4146.9,No
7243-WNXJM-3712,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.83,615.12,Yes
1554-EUICH-3713,Female,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.98,3147.72,Yes
4174-SCASD-3714,Male,0,No,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.93,3272.11,No
4776-RNDSB-3715,Male,0,No,No,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.63,1536.69,No
3090-CNRQD-3716,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.13,695.58,No
4089-DIFTT-3717,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.28,3333.79,Yes
8364-FAAVX-3718,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,45.29,2468.13,No
2905-WNEIG-3719,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,74.57,2079.95,Yes
7871-EESHG-3720,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.28,924.86,No
8269-YOVVP-3721,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.91,4301.69,No
8466-AAWDS-3722,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.35,568.37,Yes
4780-URBIS-3723,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.27,40.16,No
9293-UXYXP-3724,Female,0,No,Yes,39,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),53.5,2092.0,No
4024-NULVS-3725,Male,0,No,No,29,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.35,2119.15,No
2883-XWPFF-3726,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.16,473.21,Yes
8554-AMQGW-3727,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.79,2962.28,No
5700-BIKFY-3728,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),84.6,584.58,No
4244-NNFOJ-3729,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.35,828.77,No
1092-KPDUR-3730,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,86.83,3471.45,No
3789-PHQEP-3731,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.74,5164.25,No
1495-AGEME-3732,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.84,1576.49,Yes
3199-CXTFD-3733,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,55.99,2718.88,No
8651-RXEJD-3734,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,82.99,1792.79,Yes
4809-EANZQ-3735,Male,0,No,Yes,11,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),48.99,513.27,Yes
7811-VZDGQ-3736,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.86,1247.56,No
8388-USIJC-3737,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.37,1048.9,No
3824-EYCJX-3738,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.24, ,Yes
9601-JMNVT-3739,Male,1,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.48,3245.72,Yes
5716-JJQVB-3740,Male,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.52,2092.33,No
7918-MDCIG-3741,Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.62,1240.15,Yes
1936-HVSFR-3742,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.96,3061.53,No
5064-TGBIZ-3743,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.12,595.23,Yes
6001-BZVOT-3744,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.1,2117.27,No
2662-PXLBT-3745,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.63,1149.68,No
7570-TQDCU-3746,Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.54,448.31,Yes
8695-CPNJQ-3747,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),51.24,2306.4,No
9226-VDMYG-3748,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,86.24,1797.12,No
8685-MNGXN-3749,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.91,741.06,No
6173-MCUIG-3750,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.08,210.61,No
8037-FRMUB-3751,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,4507.37,No
7970-FWJAM-3752,Male,0,Yes,Yes,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.43,2400.04,No
1492-HSOSW-3753,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.39,5302.89,Yes
5211-OBHSB-3754,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),57.46,3154.22,No
4232-DWOQR-3755,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.41,1892.45,No
3018-BKEII-3756,Male,1,No,No,32,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,65.47,2145.04,No
8037-IDYBF-3757,Male,1,No,No,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),52.64,128.92,Yes
4125-BXJUD-3758,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,65.19,49.01,Yes
5694-DGKWH-3759,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.47,2262.58,No
7792-CGPMN-3760,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.6,1398.33,Yes
7103-CSWTH-3761,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.92,754.18,No
4158-YUYXL-3762,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.37,1817.69,Yes
2164-FHVHJ-3763,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.57,1073.3,Yes
8660-EROZM-3764,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.75,4128.17,Yes
5690-WZSSW-3765,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.9,1743.68,No
9816-THQGN-3766,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,61.99,834.13,No
4999-ZOYVW-3767,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,68.57,3615.64,No
2523-UGPMG-3768,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.19,630.65,Yes
9862-WOAEF-3769,Female,1,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.19,4397.26,No
9746-KBPYO-3770,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.17,826.14,No
4995-EWCYF-3771,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.35,2176.91,No
2243-JAAES-3772,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.61,224.41,No
8329-GQJLI-3773,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.58,1561.14,No
9022-NNWRD-3774,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,60.96,1258.24,No
2698-ICRMB-3775,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.27,1324.33,No
4603-VXZXP-3776,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.43,1800.6,No
9343-YQKZK-3777,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,130.36,No
2497-COADG-3778,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.26,524.88,No
5767-MNNZF-3779,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.16,655.01,No
5265-PHEBI-3780,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.43,234.09,No
3287-FHSVN-3781,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,70.35,4018.68,No
1598-TDBOL-3782,Female,1,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.23,219.64,No
3806-ZCBPK-3783,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.76,1632.23,No
8213-BKDBM-3784,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,91.03,2365.56,No
